,Statement,Verbs/Skills,Grade,Subject
0,"(1) Mathematical process standards. The student uses mathematical processes to acquire and demonstrate mathematical understanding. The student is expected to: (A) apply mathematics to problems arising in everyday life, society, and the workplace; (B) use a problem-solving model that incorporates analyzing given information, formulating a plan or strategy, determining a solution, justifying the solution, and evaluating the problem-solving process and the reasonableness of the solution; (C) select tools, including real objects, manipulatives, paper and pencil, and technology as appropriate, and techniques, including mental math, estimation, and number sense as appropriate, to solve problems; (D) communicate mathematical ideas, reasoning, and their implications using multiple representations, including symbols, diagrams, graphs, and language as appropriate; (E) create and use representations to organize, record, and communicate mathematical ideas; (F) analyze mathematical relationships to connect and communicate mathematical ideas; and (G) display, explain, and justify mathematical ideas and arguments using precise mathematical language in written or oral communication.",use; acquire; demonstrate; expect; apply; arise; use; solve; incorporate; analyze; give; formulate; determine; justify; evaluate; solve; include; include; solve; communicate; use; include; create; use; organize; communicate; analyze; connect; communicate; explain; justify; use; write,Grade 6,MATHEMATICS
1,"(2) Number and operations. The student applies mathematical process standards to represent and use rational numbers in a variety of forms. The student is expected to: (A) classify whole numbers, integers, and rational numbers using a visual representation such as a Venn diagram to describe relationships between sets of numbers; (B) identify a number, its opposite, and its absolute value; (C) locate, compare, and order integers and rational numbers using a number line; (D) order a set of rational numbers arising from mathematical and real-world contexts; and (E) extend representations for division to include fraction notation such as",apply; represent; use; expect; classify; use; describe; identify; compare; use; order; arise; extend; include,Grade 6,MATHEMATICS
2,"(3) Number and operations. The student applies mathematical process standards to represent addition, subtraction, multiplication, and division while solving problems and justifying solutions. The student is expected to: (A) recognize that dividing by a rational number and multiplying by its reciprocal result in equivalent values; (B) determine, with and without computation, whether a quantity is increased or decreased when multiplied by a fraction, including values greater than or less than one; (C) represent integer operations with concrete models and connect the actions with the models to standardized algorithms; (D) add, subtract, multiply, and divide integers fluently; and (E) multiply and divide positive rational numbers fluently.",apply; represent; solve; justify; expect; recognize; increase; decrease; multiply; include; represent; connect; add; divide; divide,Grade 6,MATHEMATICS
3,"(4) Proportionality. The student applies mathematical process standards to develop an understanding of proportional relationships in problem situations. The student is expected to: (A) compare two rules verbally, numerically, graphically, and symbolically in the form of (B) apply qualitative and quantitative reasoning to solve prediction and comparison of real-world problems involving ratios and rates; (C) give examples of ratios as multiplicative comparisons of two quantities describing the same attribute; (D) give examples of rates as the comparison by division of two quantities having different attributes, including rates as quotients; (E) represent ratios and percents with concrete models, fractions, and decimals; (F) represent benchmark fractions and percents such as 1%, 10%, 25%, 33 1/3%, and multiples of these values using 10 by 10 grids, strip diagrams, number lines, and numbers; (G) generate equivalent forms of fractions, decimals, and percents using real-world problems, including problems that involve money; and (H) convert units within a measurement system, including the use of proportions and unit rates.",apply; develop; expect; compare; apply; solve; involve; give; describe; give; have; include; represent; represent; use; generate; use; include; involve; include,Grade 6,MATHEMATICS
4,"(5) Proportionality. The student applies mathematical process standards to solve problems involving proportional relationships. The student is expected to: (A) represent mathematical and real-world problems involving ratios and rates using scale factors, tables, graphs, and proportions; (B) solve real-world problems to find the whole given a part and the percent, to find the part given the whole and the percent, and to find the percent given the part and the whole, including the use of concrete and pictorial models; and (C) use equivalent fractions, decimals, and percents to show equal parts of the same whole.",apply; solve; involve; expect; represent; involve; use; solve; find; give; find; give; find; give; include; use; show,Grade 6,MATHEMATICS
5,"(6) Expressions, equations, and relationships. The student applies mathematical process standards to use multiple representations to describe algebraic relationships. The student is expected to: (A) identify independent and dependent quantities from tables and graphs; (B) write an equation that represents the relationship between independent and dependent quantities from a table; and (C) represent a given situation using verbal descriptions, tables, graphs, and equations in the form",apply; use; describe; expect; identify; write; represent; represent; give; use,Grade 6,MATHEMATICS
6,"(7) Expressions, equations, and relationships. The student applies mathematical process standards to develop concepts of expressions and equations. The student is expected to: (A) generate equivalent numerical expressions using order of operations, including whole number exponents and prime factorization; (B) distinguish between expressions and equations verbally, numerically, and algebraically; (C) determine if two expressions are equivalent using concrete models, pictorial models, and algebraic representations; and (D) generate equivalent expressions using the properties of operations: inverse, identity, commutative, associative, and distributive properties.",apply; develop; expect; generate; use; include; determine; use; generate; use,Grade 6,MATHEMATICS
7,"(8) Expressions, equations, and relationships. The student applies mathematical process standards to use geometry to represent relationships and solve problems. The student is expected to: (A) extend previous knowledge of triangles and their properties to include the sum of angles of a triangle, the relationship between the lengths of sides and measures of angles in a triangle, and determining when three lengths form a triangle; (B) model area formulas for parallelograms, trapezoids, and triangles by decomposing and rearranging parts of these shapes; (C) write equations that represent problems related to the area of rectangles, parallelograms, trapezoids, and triangles and volume of right rectangular prisms where dimensions are positive rational numbers; and (D) determine solutions for problems involving the area of rectangles, parallelograms, trapezoids, and triangles and volume of right rectangular prisms where dimensions are positive rational numbers.",apply; use; represent; solve; expect; extend; include; determine; form; triangle; decompose; rearrange; represent; relate; determine; involve,Grade 6,MATHEMATICS
8,"(9) Expressions, equations, and relationships. The student applies mathematical process standards to use equations and inequalities to represent situations. The student is expected to: (A) write one-variable, one-step equations and inequalities to represent constraints or conditions within problems; (B) represent solutions for one-variable, one-step equations and inequalities on number lines; and (C) write corresponding real-world problems given one-variable, one-step equations or inequalities.",apply; use; represent; expect; write; represent; represent; write; correspond; give,Grade 6,MATHEMATICS
9,"(10) Expressions, equations, and relationships. The student applies mathematical process standards to use equations and inequalities to solve problems. The student is expected to: (A) model and solve one-variable, one-step equations and inequalities that represent problems, including geometric concepts; and (B) determine if the given value(s) make(s) one-variable, one-step equations or inequalities true.",apply; use; solve; expect; solve; represent; include; determine; give,Grade 6,MATHEMATICS
