,Statement,Verbs/Skills,Grade,Subject
0,"(1) History. The student understands that historical events influence contemporary events. The student is expected to: (A) trace characteristics of various contemporary societies in regions that resulted from historical events or factors such as colonization, immigration, and trade; and (B) analyze the historical background of various contemporary societies to evaluate relationships between past conflicts and current conditions.",understand; influence; expect; result; analyze; evaluate,Grade 6,SOCIAL STUDIES
1,"(2) History. The student understands the influences of individuals and groups from various cultures on various historical and contemporary societies. The student is expected to: (A) identify and describe the historical influence of individuals or groups on various contemporary societies; and (B) describe the social, political, economic, and cultural contributions of individuals and groups from various societies, past and present.",understand; expect; identify; describe; describe,Grade 6,SOCIAL STUDIES
2,"(3) Geography. The student understands the factors that influence the locations and characteristics of locations of various contemporary societies on maps and/or globes. The student is expected to: (A) identify and explain the geographic factors responsible for patterns of population in places and regions; (B) explain ways in which human migration influences the character of places and regions; (C) identify and locate major physical and human geographic features such as landforms, water bodies, and urban centers of various places and regions; and (D) identify the location of major world countries for each of the world regions.",understand; influence; expect; identify; explain; explain; influence; identify; locate; identify,Grade 6,SOCIAL STUDIES
3,"(4) Geography. The student understands how geographic factors influence the economic development and political relationships of societies. The student is expected to: (A) explain the geographic factors responsible for the location of economic activities in places and regions; and (B) identify geographic factors such as location, physical features, transportation corridors and barriers, and distribution of natural resources that influence a society's political relationships.",understand; influence; expect; explain; identify; influence,Grade 6,SOCIAL STUDIES
4,"(5) Geography. The student understands the impact of interactions between people and the physical environment on the development and conditions of places and regions. The student is expected to: (A) describe ways people have been impacted by physical processes such as earthquakes and climate; (B) identify and analyze ways people have adapted to the physical environment in various places and regions; and (C) identify and analyze ways people have modified the physical environment such as mining, irrigation, and transportation infrastructure.",understand; expect; impact; identify; analyze; adapt; identify; analyze; modify,Grade 6,SOCIAL STUDIES
5,"(6) Economics. The student understands the factors of production in a society's economy. The student is expected to: (A) describe ways in which the factors of production (natural resources, labor, capital, and entrepreneurs) influence the economies of various contemporary societies; (B) identify problems that may arise when one or more of the factors of production is in relatively short supply; and (C) explain the impact of the distribution of resources on international trade and economic interdependence among and within societies.",understand; expect; describe; influence; identify; arise; explain,Grade 6,SOCIAL STUDIES
6,"(7) Economics. The student understands the various ways in which people organize economic systems. The student is expected to: (A) compare ways in which various societies organize the production and distribution of goods and services; (B) compare and contrast free enterprise, socialist, and communist economies in various contemporary societies, including the benefits of the U.S. free enterprise system; and (C) understand the importance of ethics in maintaining a functional free enterprise system.",understand; organize; expect; compare; organize; compare; contrast; include; understand; maintain,Grade 6,SOCIAL STUDIES
7,"(8) Economics. The student understands categories of economic activities and the data used to measure a society's economic level. The student is expected to: (A) define and give examples of agricultural, retail, manufacturing (goods), and service industries; and (B) describe levels of economic development of various societies using indicators such as life expectancy, gross domestic product (GDP), GDP per capita, and literacy.",understand; use; measure; expect; give; describe; use,Grade 6,SOCIAL STUDIES
8,"(9) Government. The student understands the concepts of limited and unlimited governments. The student is expected to: (A) describe and compare examples of limited and unlimited governments such as constitutional (limited) and totalitarian (unlimited); (B) identify reasons for limiting the power of government; and (C) identify and describe examples of human rights abuses by limited or unlimited governments such as the oppression of religious, ethnic, and political groups.",understand; expect; describe; compare; identify; limit; identify; describe,Grade 6,SOCIAL STUDIES
9,"(10) Government. The student understands various ways in which people organize governments. The student is expected to: (A) identify and give examples of governments with rule by one, few, or many; (B) compare ways in which various societies such as China, Germany, India, and Russia organize government and how they function; and (C) identify historical origins of democratic forms of government such as Ancient Greece.",understand; organize; expect; identify; give; compare; organize; function; identify,Grade 6,SOCIAL STUDIES
