,Statement,Verbs/Skills,Grade,Subject
0,"(1) Mathematical process standards. The student uses mathematical processes to acquire and demonstrate mathematical understanding. The student is expected to: (A) apply mathematics to problems arising in everyday life, society, and the workplace; (B) use a problem-solving model that incorporates analyzing given information, formulating a plan or strategy, determining a solution, justifying the solution, and evaluating the problem-solving process and the reasonableness of the solution; (C) select tools, including real objects, manipulatives, paper and pencil, and technology as appropriate, and techniques, including mental math, estimation, and number sense as appropriate, to solve problems; (D) communicate mathematical ideas, reasoning, and their implications using multiple representations, including symbols, diagrams, graphs, and language as appropriate; (E) create and use representations to organize, record, and communicate mathematical ideas; (F) analyze mathematical relationships to connect and communicate mathematical ideas; and (G) display, explain, and justify mathematical ideas and arguments using precise mathematical language in written or oral communication.",use; acquire; demonstrate; expect; apply; arise; use; solve; incorporate; analyze; give; formulate; determine; justify; evaluate; solve; include; include; solve; communicate; use; include; create; use; organize; communicate; analyze; connect; communicate; explain; justify; use; write,Grade 5,MATHEMATICS
1,"(2) Number and operations. The student applies mathematical process standards to represent, compare, and order positive rational numbers and understand relationships as related to place value. The student is expected to: (A) represent the value of the digit in decimals through the thousandths using expanded notation and numerals; (B) compare and order two decimals to thousandths and represent comparisons using the symbols >, <, or =; and (C) round decimals to tenths or hundredths.",apply; represent; compare; order; understand; relate; expect; represent; use; expand; compare; order; represent; use,Grade 5,MATHEMATICS
2,"(3) Number and operations. The student applies mathematical process standards to develop and use strategies and methods for positive rational number computations in order to solve problems with efficiency and accuracy. The student is expected to: (A) estimate to determine solutions to mathematical and real-world problems involving addition, subtraction, multiplication, or division; (B) multiply with fluency a three-digit number by a two-digit number using the standard algorithm; (C) solve with proficiency for quotients of up to a four-digit dividend by a two-digit divisor using strategies and the standard algorithm; (D) represent multiplication of decimals with products to the hundredths using objects and pictorial models, including area models; (E) solve for products of decimals to the hundredths, including situations involving money, using strategies based on place-value understandings, properties of operations, and the relationship to the multiplication of whole numbers; (F) represent quotients of decimals to the hundredths, up to four-digit dividends and two-digit whole number divisors, using objects and pictorial models, including area models; (G) solve for quotients of decimals to the hundredths, up to four-digit dividends and two-digit whole number divisors, using strategies and algorithms, including the standard algorithm; (H) represent and solve addition and subtraction of fractions with unequal denominators referring to the same whole using objects and pictorial models and properties of operations; (I) represent and solve multiplication of a whole number and a fraction that refers to the same whole using objects and pictorial models, including area models; (J) represent division of a unit fraction by a whole number and the division of a whole number by a unit fraction such as 1/3 ÷ 7 and 7 ÷ 1/3 using objects and pictorial models, including area models; (K) add and subtract positive rational numbers fluently; and (L) divide whole numbers by unit fractions and unit fractions by whole numbers.",apply; develop; use; solve; expect; determine; involve; use; solve; use; represent; use; include; solve; include; involve; use; base; represent; use; include; solve; use; include; represent; solve; refer; use; represent; solve; refer; use; include; represent; use; include; add; subtract; divide,Grade 5,MATHEMATICS
3,"(4) Algebraic reasoning. The student applies mathematical process standards to develop concepts of expressions and equations. The student is expected to: (A) identify prime and composite numbers; (B) represent and solve multi-step problems involving the four operations with whole numbers using equations with a letter standing for the unknown quantity; (C) generate a numerical pattern when given a rule in the form (D) recognize the difference between additive and multiplicative numerical patterns given in a table or graph; (E) describe the meaning of parentheses and brackets in a numeric expression; (F) simplify numerical expressions that do not involve exponents, including up to two levels of grouping; (G) use concrete objects and pictorial models to develop the formulas for the volume of a rectangular prism, including the special form for a cube (V = l (H) represent and solve problems related to perimeter and/or area and related to volume.",apply; develop; expect; identify; represent; solve; involve; use; stand; generate; give; recognize; give; describe; simplify; involve; include; use; develop; include; represent; solve; relate; relate,Grade 5,MATHEMATICS
4,(5) Geometry and measurement. The student applies mathematical process standards to classify two-dimensional figures by attributes and properties. The student is expected to classify two-dimensional figures in a hierarchy of sets and subsets using graphic organizers based on their attributes and properties.,apply; classify; expect; classify; use; base,Grade 5,MATHEMATICS
5,"(6) Geometry and measurement. The student applies mathematical process standards to understand, recognize, and quantify volume. The student is expected to: (A) recognize a cube with side length of one unit as a unit cube having one cubic unit of volume and the volume of a three-dimensional figure as the number of unit cubes (n (B) determine the volume of a rectangular prism with whole number side lengths in problems related to the number of layers times the number of unit cubes in the area of the base.",apply; understand; recognize; expect; recognize; have; determine; relate,Grade 5,MATHEMATICS
6,"(7) Geometry and measurement. The student applies mathematical process standards to select appropriate units, strategies, and tools to solve problems involving measurement. The student is expected to solve problems by calculating conversions within a measurement system, customary or metric.",apply; select; solve; involve; expect; solve; calculate,Grade 5,MATHEMATICS
7,"(8) Geometry and measurement. The student applies mathematical process standards to identify locations on a coordinate plane. The student is expected to: (A) describe the key attributes of the coordinate plane, including perpendicular number lines (axes) where the intersection (origin) of the two lines coincides with zero on each number line and the given point (0, 0); the (B) describe the process for graphing ordered pairs of numbers in the first quadrant of the coordinate plane; and (C) graph in the first quadrant of the coordinate plane ordered pairs of numbers arising from mathematical and real-world problems, including those generated by number patterns or found in an input-output table.",apply; identify; expect; describe; include; coincide; give; describe; graph; order; order; arise; include; generate; find,Grade 5,MATHEMATICS
8,"(9) Data analysis. The student applies mathematical process standards to solve problems by collecting, organizing, displaying, and interpreting data. The student is expected to: (A) represent categorical data with bar graphs or frequency tables and numerical data, including data sets of measurements in fractions or decimals, with dot plots or stem-and-leaf plots; (B) represent discrete paired data on a scatterplot; and (C) solve one- and two-step problems using data from a frequency table, dot plot, bar graph, stem-and-leaf plot, or scatterplot.",apply; solve; collect; display; interpret; expect; represent; include; represent; pair; solve; use,Grade 5,MATHEMATICS
9,"(10) Personal financial literacy. The student applies mathematical process standards to manage one's financial resources effectively for lifetime financial security. The student is expected to: (A) define income tax, payroll tax, sales tax, and property tax; (B) explain the difference between gross income and net income; (C) identify the advantages and disadvantages of different methods of payment, including check, credit card, debit card, and electronic payments; (D) develop a system for keeping and using financial records; (E) describe actions that might be taken to balance a budget when expenses exceed income; and (F) balance a simple budget.",apply; manage; expect; define; explain; identify; include; develop; keep; use; describe; take; balance; exceed; balance,Grade 5,MATHEMATICS
